0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.841470984807896505e+00
2.000000000000000000e+00,4.909297426825681931e+00
3.000000000000000000e+00,9.141120008059866464e+00
4.000000000000000000e+00,1.524319750469207158e+01
5.000000000000000000e+00,2.404107572533686010e+01
6.000000000000000000e+00,3.572058450180107059e+01
7.000000000000000000e+00,4.965698659871878817e+01
8.000000000000000000e+00,6.498935824662338234e+01
9.000000000000000000e+00,8.141211848524176276e+01
1.000000000000000000e+01,9.945597888911062512e+01
1.100000000000000000e+01,1.200000097934492942e+02
1.200000000000000000e+01,1.434634270819995550e+02
1.300000000000000000e+01,1.694201670368266548e+02
1.400000000000000000e+01,1.969906073556948627e+02
1.500000000000000000e+01,2.256502878401571195e+02
1.600000000000000000e+01,2.557120966833349485e+02
1.700000000000000000e+01,2.880386025081204480e+02
1.800000000000000000e+01,3.232490127532283282e+02
1.900000000000000000e+01,3.611498772096629750e+02
2.000000000000000000e+01,4.009129452507276028e+02
2.100000000000000000e+01,4.418366556385360582e+02
2.200000000000000000e+01,4.839911486907096219e+02
2.300000000000000000e+01,5.281537795958248580e+02
2.400000000000000000e+01,5.750944216379933778e+02
2.500000000000000000e+01,6.248676482499022313e+02
2.600000000000000000e+01,6.767625584504795597e+02
2.700000000000000000e+01,7.299563759284045545e+02
2.800000000000000000e+01,7.842709057883079140e+02
2.900000000000000000e+01,8.403363661157870865e+02
3.000000000000000000e+01,8.990119683759071449e+02
3.100000000000000000e+01,9.605959623546768853e+02
3.200000000000000000e+01,1.024551426681241765e+03
3.300000000000000000e+01,1.089999911860107204e+03
3.400000000000000000e+01,1.156529082686120091e+03
3.500000000000000000e+01,1.224571817330503791e+03
3.600000000000000000e+01,1.295008221146556934e+03
3.700000000000000000e+01,1.368356461866643031e+03
3.800000000000000000e+01,1.444296368578709462e+03
3.900000000000000000e+01,1.521963795386284119e+03
4.000000000000000000e+01,1.600745113160479377e+03
4.100000000000000000e+01,1.680841377331195190e+03
4.200000000000000000e+01,1.763083478452084364e+03
4.300000000000000000e+01,1.848168225257371432e+03
4.400000000000000000e+01,1.936017701925105484e+03
4.500000000000000000e+01,2.025850903524534033e+03
4.600000000000000000e+01,2.116901788347649017e+03
4.700000000000000000e+01,2.209123573122745256e+03
4.800000000000000000e+01,2.303231745338676319e+03
4.900000000000000000e+01,2.400046247347240751e+03
5.000000000000000000e+01,2.499737625146296068e+03
5.100000000000000000e+01,2.601670229175843360e+03
5.200000000000000000e+01,2.704986627592040350e+03
5.300000000000000000e+01,2.809395925150181938e+03
5.400000000000000000e+01,2.915441210951148605e+03
5.500000000000000000e+01,3.024000244826641392e+03
5.600000000000000000e+01,3.135478448997912892e+03
5.700000000000000000e+01,3.249436164755247773e+03
5.800000000000000000e+01,3.364992872648084358e+03
5.900000000000000000e+01,3.481636738007139229e+03
6.000000000000000000e+01,3.599695189378897794e+03
6.100000000000000000e+01,3.720033882229991832e+03
6.200000000000000000e+01,3.843260819303350672e+03
6.300000000000000000e+01,3.969167355700302778e+03
6.400000000000000000e+01,4.096920026038196738e+03
6.500000000000000000e+01,4.225826828679490063e+03
6.600000000000000000e+01,4.355973448845976236e+03
6.700000000000000000e+01,4.488144480021024719e+03
6.800000000000000000e+01,4.623102072319310537e+03
6.900000000000000000e+01,4.760885215186216556e+03
7.000000000000000000e+01,4.900773890681557532e+03
7.100000000000000000e+01,5.041951054653254687e+03
7.200000000000000000e+01,5.184253823362761977e+03
7.300000000000000000e+01,5.328323228043112977e+03
7.400000000000000000e+01,5.475014853739531645e+03
7.500000000000000000e+01,5.624612218364590262e+03
7.600000000000000000e+01,5.776566107636897868e+03
7.700000000000000000e+01,5.929999520158580708e+03
7.800000000000000000e+01,6.084513978455987854e+03
7.900000000000000000e+01,6.240555887331292070e+03
8.000000000000000000e+01,6.399006111346076977e+03
8.100000000000000000e+01,6.560370112005725787e+03
8.200000000000000000e+01,6.724313228782432816e+03
8.300000000000000000e+01,6.889968364461100464e+03
8.400000000000000000e+01,7.056733190320072936e+03
8.500000000000000000e+01,7.224823924380051722e+03
8.600000000000000000e+01,7.395076541552995877e+03
8.700000000000000000e+01,7.568178182163369456e+03
8.800000000000000000e+01,7.744035398302733483e+03
8.900000000000000000e+01,7.921860069405812283e+03
9.000000000000000000e+01,8.100893996663600774e+03
9.100000000000000000e+01,8.281105987511751664e+03
9.200000000000000000e+01,8.463220533930383681e+03
9.300000000000000000e+01,8.648051717858730626e+03
9.400000000000000000e+01,8.835754748014533106e+03
9.500000000000000000e+01,9.025683261714735636e+03
9.600000000000000000e+01,9.216983587745435216e+03
9.700000000000000000e+01,9.409379607739027051e+03
9.800000000000000000e+01,9.603426618128009068e+03
9.900000000000000000e+01,9.800000793165812865e+03
1.000000000000000000e+02,9.999493634358890631e+03
