0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.414709848078965049e-01
2.000000000000000000e+00,9.092974268256817094e-01
3.000000000000000000e+00,1.411200080598672135e-01
4.000000000000000000e+00,-7.568024953079282025e-01
5.000000000000000000e+00,-9.589242746631384540e-01
6.000000000000000000e+00,-2.794154981989258602e-01
7.000000000000000000e+00,6.569865987187890610e-01
8.000000000000000000e+00,9.893582466233817874e-01
9.000000000000000000e+00,4.121184852417565936e-01
1.000000000000000000e+01,-5.440211108893697745e-01
1.100000000000000000e+01,-9.999902065507034754e-01
1.200000000000000000e+01,-5.365729180004349397e-01
1.300000000000000000e+01,4.201670368266409161e-01
1.400000000000000000e+01,9.906073556948703507e-01
1.500000000000000000e+01,6.502878401571168254e-01
1.600000000000000000e+01,-2.879033166650653008e-01
1.700000000000000000e+01,-9.613974918795568092e-01
1.800000000000000000e+01,-7.509872467716761646e-01
1.900000000000000000e+01,1.498772096629523431e-01
2.000000000000000000e+01,9.129452507276276663e-01
2.100000000000000000e+01,8.366556385360560677e-01
2.200000000000000000e+01,-8.851309290403876207e-03
2.300000000000000000e+01,-8.462204041751706374e-01
2.400000000000000000e+01,-9.055783620066237827e-01
2.500000000000000000e+01,-1.323517500977730299e-01
2.600000000000000000e+01,7.625584504796026897e-01
2.700000000000000000e+01,9.563759284045030284e-01
2.800000000000000000e+01,2.709057883078690443e-01
2.900000000000000000e+01,-6.636338842129675397e-01
3.000000000000000000e+01,-9.880316240928618265e-01
3.100000000000000000e+01,-4.040376453230650200e-01
3.200000000000000000e+01,5.514266812416905861e-01
3.300000000000000000e+01,9.999118601072671808e-01
3.400000000000000000e+01,5.290826861200238485e-01
3.500000000000000000e+01,-4.281826694961510249e-01
3.600000000000000000e+01,-9.917788534431157821e-01
3.700000000000000000e+01,-6.435381333569994977e-01
3.800000000000000000e+01,2.963685787093853219e-01
3.900000000000000000e+01,9.637953862840877850e-01
4.000000000000000000e+01,7.451131604793488350e-01
4.100000000000000000e+01,-1.586226688047089883e-01
4.200000000000000000e+01,-9.165215479156337830e-01
4.300000000000000000e+01,-8.317747426285982959e-01
4.400000000000000000e+01,1.770192510541357747e-02
4.500000000000000000e+01,8.509035245341184384e-01
4.600000000000000000e+01,9.017883476488092187e-01
4.700000000000000000e+01,1.235731227452240011e-01
4.800000000000000000e+01,-7.682546613236668209e-01
4.900000000000000000e+01,-9.537526527594718528e-01
5.000000000000000000e+01,-2.623748537039287676e-01
5.100000000000000000e+01,6.702291758433747138e-01
5.200000000000000000e+01,9.866275920404853350e-01
5.300000000000000000e+01,3.959251501818341623e-01
5.400000000000000000e+01,-5.587890488516162879e-01
5.500000000000000000e+01,-9.997551733586198530e-01
5.600000000000000000e+01,-5.215510020869118524e-01
5.700000000000000000e+01,4.361647552478249423e-01
5.800000000000000000e+01,9.928726480845371238e-01
5.900000000000000000e+01,6.367380071391378626e-01
6.000000000000000000e+01,-3.048106211022166834e-01
6.100000000000000000e+01,-9.661177700083929398e-01
6.200000000000000000e+01,-7.391806966492228126e-01
6.300000000000000000e+01,1.673557003028069146e-01
6.400000000000000000e+01,9.200260381967907408e-01
6.500000000000000000e+01,8.268286794901034131e-01
6.600000000000000000e+01,-2.655115402396679425e-02
6.700000000000000000e+01,-8.555199789753222817e-01
6.800000000000000000e+01,-8.979276806892912965e-01
6.900000000000000000e+01,-1.147848137831872228e-01
7.000000000000000000e+01,7.738906815578890930e-01
7.100000000000000000e+01,9.510546532543746601e-01
7.200000000000000000e+01,2.538233627620362642e-01
7.300000000000000000e+01,-6.767719568873076241e-01
7.400000000000000000e+01,-9.851462604682473811e-01
7.500000000000000000e+01,-3.877816354094304474e-01
7.600000000000000000e+01,5.661076368981803331e-01
7.700000000000000000e+01,9.995201585807312883e-01
7.800000000000000000e+01,5.139784559875352210e-01
7.900000000000000000e+01,-4.441126687075083734e-01
8.000000000000000000e+01,-9.938886539233752204e-01
8.100000000000000000e+01,-6.298879942744538551e-01
8.200000000000000000e+01,3.132287824330851622e-01
8.300000000000000000e+01,9.683644611001853697e-01
8.400000000000000000e+01,7.331903200732922121e-01
8.500000000000000000e+01,-1.760756199485870865e-01
8.600000000000000000e+01,-9.234584470040597681e-01
8.700000000000000000e+01,-8.218178366308225291e-01
8.800000000000000000e+01,3.539830273366068036e-02
8.900000000000000000e+01,8.600694058124531693e-01
9.000000000000000000e+01,8.939966636005578504e-01
9.100000000000000000e+01,1.059875117511568515e-01
9.200000000000000000e+01,-7.794660696158046687e-01
9.300000000000000000e+01,-9.482821412699472541e-01
9.400000000000000000e+01,-2.452519854676543376e-01
9.500000000000000000e+01,6.832617147361209620e-01
9.600000000000000000e+01,9.835877454343449067e-01
9.700000000000000000e+01,3.796077390275217067e-01
9.800000000000000000e+01,-5.733818719904228978e-01
9.900000000000000000e+01,-9.992068341863536984e-01
1.000000000000000000e+02,-5.063656411097587906e-01
